id,calories,proteins,fat,carbohydrate,name,image,Cluster,label_nutrisi,penjelasan_realistis,status_makanan,disease_risk_analysis,status,level_risiko,health_score
2615,539.9,10.0,24.5,62.8,Ikan Cabe Hijau Aceh,https://asset.kompas.com/crops/2KHEzhlTEqCTm7qMH0IQifJKdh4=/21x15:696x465/1200x900/data/photo/2023/11/06/6548aba27c5b9.jpg,0,Kalori Tinggi & Lemak Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Diabetes Mellitus, Dislipidemia (Kolesterol), Obesitas, Perlemakan Hati (Fatty Liver)",Sedang,Waspada,17
2616,136.4,3.8,7.0,64.5,Serabi Spesial Bengkalis,https://asset.kompas.com/crops/eGsa0umZJ8FRsafJHhMp2nunPqw=/48x0:892x563/1200x900/data/photo/2023/08/29/64ed51a01cd88.jpeg,0,Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah.",Perhatian,Diabetes Mellitus,Sedang,Perhatian,63
2617,543.8,25.0,11.7,27.7,Mie Petai Sunda,https://asset.kompas.com/crops/1BdJ3S8rGrQRIrGqsJfrLjQCl8c=/0x98:1242x926/1200x800/data/photo/2024/04/28/662e4c58b6243.jpeg ,1,Kalori Tinggi,"Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,Obesitas,Sedang,Perhatian,47
2619,433.4,16.9,32.2,50.1,Serabi Oncom,https://asset.kompas.com/crops/WaXdNz_AWhGZE8rPPe6xCaQQREM=/0x0:1000x667/750x500/data/photo/2021/05/22/60a8d0fe3c147.jpg,1,Lemak Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,"Hipertensi & Penyakit Jantung, Perlemakan Hati (Fatty Liver)",Berat,Perhatian,15
2620,322.7,32.4,19.2,37.6,Mie Rebus Padang,https://asset.kompas.com/crops/QqNg2Bp6Eox3cBGfThRYEm6-lSs=/0x45:1000x712/1200x800/data/photo/2021/07/01/60dd790d22365.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,44
2621,730.4,29.1,18.1,61.5,Opor Ayam Kampar,https://asset.kompas.com/crops/Uer0nYtHNhz_5BhWL2-WgyzThNY=/0x0:698x465/750x500/data/photo/2020/05/23/5ec8ea207763c.jpg,0,Kalori Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya. Sumber protein yang sangat baik.",Waspada,"Diabetes Mellitus, Dislipidemia (Kolesterol), Obesitas",Berat,Waspada,18
2622,494.3,8.6,38.7,39.5,Ulat Sagu Papua,https://asset.kompas.com/crops/Bai6uUecLir3Awzy2VQlO6jMT98=/86x0:901x543/1200x800/data/photo/2021/10/22/61726b6e2fc01.jpg,1,Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,"Hipertensi & Penyakit Jantung, Dislipidemia (Kolesterol)",Berat,Perhatian,5
2623,148.6,7.8,13.0,64.1,Pepes Ikan Manado,https://asset.kompas.com/crops/qO2Bs0XD_EQD_NbFsEFRjcbcAF0=/0x287:667x732/1200x800/data/photo/2024/05/29/665695f5a6d7c.jpg,0,Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah.",Perhatian,Diabetes Mellitus,Sedang,Perhatian,54
2624,640.6,11.7,25.4,50.0,Soto Santan Minang,https://asset.kompas.com/crops/qzY2-MSVKtSNlkMkpUX3xOVtmX8=/0x0:1000x667/1200x800/data/photo/2021/05/19/60a47050b40e2.jpeg,0,Kalori Tinggi & Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Hipertensi & Penyakit Jantung, Dislipidemia (Kolesterol), Obesitas, Perlemakan Hati (Fatty Liver)",Berat,Waspada,15
2625,106.3,29.0,23.7,52.7,Sambal Ikan Asin Papua,https://asset.kompas.com/crops/jg4dPOq6uGXErklcexhoVrnOZbU=/100x67:900x600/1200x800/data/photo/2023/09/05/64f6c2996ee23.jpg ,1,Lemak Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Sumber protein yang sangat baik.",Perhatian,Perlemakan Hati (Fatty Liver),Sedang,Perhatian,43
2626,625.9,1.8,1.9,58.1,Kerupuk Jengkol Dumai,https://thumb.viva.id/vivapadang/1265x711/2025/05/08/681c44b34e6c8-kerupuk-jengkol_padang.jpg,0,Kalori Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,Obesitas,Berat,Perhatian,48
2628,611.3,31.0,12.0,7.5,Serundeng,https://asset.kompas.com/crops/K-WNJmlubvVQIR9mv7IwRmzbqMs=/38x0:918x587/750x500/data/photo/2022/02/28/621c78f56335c.jpg,1,Kalori Tinggi,"Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya. Sumber protein yang sangat baik.",Waspada,Obesitas,Berat,Perhatian,49
2629,335.1,21.2,13.7,13.8,Pepes Ikan Kembung Pontianak,https://assets.pikiran-rakyat.com/crop/85x66:1232x689/238x142/webp/photo/2024/07/31/549303320.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,59
2630,132.8,17.0,22.5,29.4,Pecel Telur Madura,https://asset.kompas.com/crops/K1vmHhvUmSMzIAByyr_RqS2afV8=/0x517:1080x1237/750x500/data/photo/2022/06/01/62971128040f9.jpg,1,Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,Relatif Aman / Nutrisi Seimbang,Sedang,Perhatian,51
2631,359.2,6.8,2.1,85.1,Asam Pedas Manis Aceh,https://asset.kompas.com/crops/E_s_DLJLKQMV33Iko5xjIG5JJxc=/0x0:968x645/1200x800/data/photo/2021/09/07/61374fb1c1e01.jpg,0,Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah.",Perhatian,Diabetes Mellitus,Berat,Perhatian,53
2632,617.6,42.1,28.9,17.9,Opor Ayam Bumbu Kuning,https://asset.kompas.com/crops/bjSLTV1sq4XAOeAJ7dhF1TcCuLQ=/234x0:1500x844/1200x800/data/photo/2022/05/01/626e6bc713e48.jpg,1,Kalori Tinggi & Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya. Sumber protein yang sangat baik.",Waspada,"Hipertensi & Penyakit Jantung, Dislipidemia (Kolesterol), Obesitas",Berat,Waspada,20
2634,726.3,10.1,14.2,5.5,Tempe Asap Pontianak,https://asset.kompas.com/crops/EVAd5Ds2IlZJCq4M2w6D0jZ4ib0=/213x161:1914x1295/750x500/data/photo/2026/04/29/69f1b3f22b2c4.jpg ,1,Kalori Tinggi,"Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,Obesitas,Berat,Waspada,41
2635,421.1,38.2,17.3,79.5,Serabi Serundeng Minang,https://asset.kompas.com/crops/XQpsp2m81JodBAhYtMzhtSgx_0Y=/48x0:892x563/1200x800/data/photo/2023/08/29/64ed51a01cd88.jpeg,0,Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Sumber protein yang sangat baik.",Perhatian,Diabetes Mellitus,Sedang,Perhatian,29
2636,72.1,2.8,22.5,33.3,Sup Paru Sunda,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqBBXKQGWoEEk07M-IVRlm_pn5KIATGky7Ew&s,2,Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,Relatif Aman / Nutrisi Seimbang,Sedang,Perhatian,53
2637,398.0,34.5,11.3,89.0,Martabak Palembang Madura,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRebm-EHY4pD19BsbW_Us2NFTm1AeDOM61Lww&s,0,Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Sumber protein yang sangat baik.",Perhatian,Diabetes Mellitus,Berat,Perhatian,36
2638,319.7,35.9,13.6,84.6,Ikan Goreng Bengkalis,https://asset.kompas.com/crops/dMBmmx08IEv0EeP5f1cEEmY25mc=/0x0:698x465/1200x800/data/photo/2023/09/12/6500515f15fc2.jpg,0,Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Sumber protein yang sangat baik.",Perhatian,Diabetes Mellitus,Berat,Perhatian,38
2639,325.0,2.3,1.7,64.5,Lontong Spesial Manado,https://asset.kompas.com/crops/lBQT09K2kOGCFauOh7-a3psqrK4=/37x25:962x642/750x500/data/photo/2022/04/30/626d29703ede2.jpg,0,Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah.",Perhatian,Diabetes Mellitus,Sedang,Perhatian,62
2640,145.7,40.2,5.7,83.9,Pisang Santan Pontianak,https://asset.kompas.com/crops/Ih-YhnLG6ifvYNUWFV-pHRjUB_w=/0x0:0x0/1200x800/data/photo/2025/09/29/68da16f11c3d7.jpg,0,Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Sumber protein yang sangat baik.",Perhatian,Diabetes Mellitus,Berat,Perhatian,59
2641,743.3,33.4,12.0,30.9,Pecel Kuah Santan Madura,https://asset.kompas.com/crops/f4t-erTgIRsq447EI6xh3bGeqA8=/87x0:931x563/1200x800/data/photo/2024/05/10/663d695400fc2.jpeg,1,Kalori Tinggi,"Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya. Sumber protein yang sangat baik.",Waspada,Obesitas,Berat,Waspada,36
2642,377.2,1.2,13.3,10.8,Klepon Kemangi Minang,https://asset.kompas.com/crops/k5j5f9lf1in1h_a170qJatKgvao=/0x0:670x335/780x390/data/photo/2019/08/07/5d4aca22496c6.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,58
2643,463.8,12.3,26.3,87.5,Opor Ikan Asin Pekanbaru,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkgUBpbHdfne4Fzfx3bohSKk5K_kU6jW22yw&s,0,Lemak Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,"Hipertensi & Penyakit Jantung, Diabetes Mellitus, Dislipidemia (Kolesterol), Perlemakan Hati (Fatty Liver)",Berat,Waspada,11
2644,161.1,28.5,24.8,75.9,Kue Riau Banjar,https://asset.kompas.com/crops/WUE60pE7Lvj_cTXC3cXSJZdvv9U=/0x0:800x400/780x390/data/photo/2020/05/07/5eb3b2770ff88.jpeg,0,Lemak Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Sumber protein yang sangat baik.",Perhatian,"Diabetes Mellitus, Perlemakan Hati (Fatty Liver)",Sedang,Waspada,32
2645,446.5,31.7,7.7,40.3,Lontong Khas Melayu Dumai,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhgz__Mfkj_pz-AfLRKzPKEvWR4uhhAuAbzd4fAy90-411edXPRdCoEPrCU-hetNGkxNYUUUOGyQOhP7ME2qXRBhpptBRm_Ae97da9jJ8PlpHkozb3J6JNPTUHS78ncx-4bATGiXb1uD6LM/s1600/lontong-gantinoi.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,54
2646,530.3,18.8,31.0,82.9,Opor Bakar Makassar,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUxj2bnhIRXduERkaefNWo-nICPC9PzTThPQ&s,0,Kalori Tinggi & Lemak Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Hipertensi & Penyakit Jantung, Diabetes Mellitus, Dislipidemia (Kolesterol), Obesitas, Perlemakan Hati (Fatty Liver)",Berat,Waspada,2
2647,187.2,15.0,26.5,47.8,Pepes Goreng Manado,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSf_loWhhukmcG7TJ2mB6QfwPDa0cF8Ly7I9g&s,1,Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,"Hipertensi & Penyakit Jantung, Perlemakan Hati (Fatty Liver)",Berat,Perhatian,37
2648,687.6,15.7,14.2,69.7,Pecel Daun Pisang Pontianak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS95oa9uXpokYU6tQ6xmJo2eUv1BJ7ahENceg&s,0,Kalori Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Diabetes Mellitus, Obesitas",Berat,Waspada,23
2649,719.7,12.9,12.0,84.8,Rendang Serundeng Indragiri,https://asset.kompas.com/crops/QsUYn6p5xK4DsivCrxa0_TXdjuk=/10x36:890x623/1200x800/data/photo/2023/03/25/641e5ef63dea4.jpg,0,Kalori Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Diabetes Mellitus, Obesitas",Berat,Waspada,21
2650,530.1,22.3,19.2,50.9,Es Udang Indragiri,https://asset.kompas.com/crops/FGJOq4FX4lSr4O5ypZrsEd_7V2Q=/198x121:926x606/1200x800/data/photo/2023/11/16/65556cd9aca26.jpeg,0,Kalori Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Dislipidemia (Kolesterol), Obesitas",Sedang,Perhatian,29
2651,447.2,24.7,35.8,36.1,Sate Udang Bengkalis,https://asset.kompas.com/crops/iIVreF7FY5GC2naLlEg88mgshQw=/0x433:664x876/1200x800/data/photo/2020/12/31/5fed39e108013.jpg,1,Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,Hipertensi & Penyakit Jantung,Berat,Perhatian,13
2652,69.9,43.0,3.3,83.2,Coto Bakar Minang,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQH3fUYdCum0t3soIyQ3wiVkEKVTgN-6iLrA&s,0,Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Sumber protein yang sangat baik.",Perhatian,Diabetes Mellitus,Berat,Perhatian,67
2653,534.3,6.6,24.7,53.2,Tumis Kelapa Papua,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5uO8dLMT-OpF3A0ijcmRuEetPPoHU-h7X7g&s,0,Kalori Tinggi & Lemak Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Dislipidemia (Kolesterol), Obesitas, Perlemakan Hati (Fatty Liver)",Sedang,Waspada,20
2654,200.2,10.9,4.1,30.4,Bubur Riau Manado,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOSEYKhmUFY2mADAic2WqPc6HPv3p7eILo_A&s,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,75
2655,43.7,25.0,37.2,37.2,Pisang Pedas Kampar,https://asset.kompas.com/crops/NjsPEaNzCv82NQzYb8DySPYaWYQ=/0x0:1000x667/1200x800/data/photo/2021/03/04/603fc407c11c8.jpg,1,Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,Hipertensi & Penyakit Jantung,Berat,Perhatian,31
2656,576.7,13.3,11.5,6.3,Pisang Serundeng Indragiri,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlzB3-Tiqcqy_drIJVrRASGfNXWXfjZ9LbpQ&s,1,Kalori Tinggi,"Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,Obesitas,Sedang,Perhatian,52
2657,564.5,38.3,1.6,83.0,Mie Rumahan Papua,https://asset.kompas.com/crops/ZG2Saf4uWTSbhqCzJo4vm12_u7A=/0x0:1000x667/1200x800/data/photo/2020/11/03/5fa153edd14fb.jpg,0,Kalori Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya. Sumber protein yang sangat baik.",Waspada,"Diabetes Mellitus, Obesitas",Berat,Waspada,44
2658,748.0,18.2,19.9,84.4,Opor Daun Pisang Dumai,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaNNq4dP2kRGplkcAK6fXGpmyb50K0_Ogg9Q&s,0,Kalori Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Diabetes Mellitus, Dislipidemia (Kolesterol), Obesitas",Berat,Waspada,7
2659,251.9,27.3,37.1,30.8,Martabak Medan Pekanbaru,https://asset.kompas.com/crops/zI4gHU6d21oI2QbC7xpEzZUp8qg=/0x0:780x390/1200x800/data/photo/2019/08/07/5d4ac99438b2d.jpeg,1,Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Sumber protein yang sangat baik.",Perhatian,Hipertensi & Penyakit Jantung,Berat,Perhatian,23
2660,671.4,6.5,20.2,25.3,Asam Pedas Santan Banjar,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOsz5D6x_Om1f6ngGpCCDkXzEsk42D9kjRzw&s,1,Kalori Tinggi & Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Dislipidemia (Kolesterol), Obesitas",Berat,Waspada,29
2661,559.1,29.3,28.8,2.3,Ikan Jengkol Pelalawan,https://img-global.cpcdn.com/recipes/346fc9b3a296edb3/200x200f0.5_0.499873_1.0q80/944-ikan-asin-jengkol-dan-terong-balado-khas-minang-foto-resep-utama.jpg,1,Kalori Tinggi & Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya. Sumber protein yang sangat baik.",Waspada,"Hipertensi & Penyakit Jantung, Dislipidemia (Kolesterol), Obesitas",Berat,Waspada,28
2662,164.6,38.6,35.9,74.6,Rawon Udang Indragiri,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwNVzCrtbC4-_9y6dqECj_64f0rdK5XvjiSg&s,1,Lemak Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Sumber protein yang sangat baik.",Perhatian,"Hipertensi & Penyakit Jantung, Diabetes Mellitus, Perlemakan Hati (Fatty Liver)",Berat,Waspada,16
2663,324.6,4.7,39.3,43.5,Klepon Petai Siak,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThR5wPmAnj8JfTKuDQZD2_Nsz1camJFrcN6A&s,1,Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,"Hipertensi & Penyakit Jantung, Perlemakan Hati (Fatty Liver)",Berat,Perhatian,12
2664,312.3,20.4,10.8,30.3,Bubur Kampung Aceh,https://asset.kompas.com/crops/Me29S_2tcCuR1gjP6HpKtwnywds=/0x59:1000x726/750x500/data/photo/2020/05/11/5eb904ee6ef70.jpg,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,59
2665,531.9,3.3,4.8,28.3,Nasi Cabe Hijau Sunda,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyb1dbSOhcVnay4VzN9J6t7l3bOsRE_6gUDQ&s,0,Kalori Tinggi,"Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,Obesitas,Sedang,Perhatian,58
2666,530.1,28.9,37.6,33.7,Tempe Asap Minang,https://asset.kompas.com/crops/1yfLpqYIj4QpYpy8I-fZakgjBo0=/173x77:1402x896/1200x1200/data/photo/2026/04/19/69e4126873186.jpg,1,Kalori Tinggi & Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya. Sumber protein yang sangat baik.",Waspada,"Hipertensi & Penyakit Jantung, Dislipidemia (Kolesterol), Obesitas",Berat,Waspada,7
2667,379.5,20.7,39.6,34.3,Kue Rumahan Kampar,https://asset.kompas.com/crops/-yTBxCHhIyFqISw9l59IuKANlLg=/0x0:0x0/1200x800/data/photo/2026/02/16/6992b74a8c980.jpeg,1,Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,Hipertensi & Penyakit Jantung,Berat,Perhatian,11
2668,523.0,27.0,31.5,47.8,Pisang Tradisional Batam,https://metropolis.batampos.co.id/storage/2026/04/IMG-20260423-WA0008-e1776927992449.jpg,1,Kalori Tinggi & Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya. Sumber protein yang sangat baik.",Waspada,"Hipertensi & Penyakit Jantung, Dislipidemia (Kolesterol), Obesitas, Perlemakan Hati (Fatty Liver)",Berat,Waspada,12
2669,691.2,5.5,33.2,81.4,Putu Daging Sapi Siak,https://asset.kompas.com/crops/SJ-6qgQFMcQNffzkpfgVetIB59U=/0x0:0x0/750x500/data/photo/2025/06/09/6846c383d20c6.jpg,0,Kalori Tinggi & Lemak Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Hipertensi & Penyakit Jantung, Diabetes Mellitus, Dislipidemia (Kolesterol), Obesitas, Perlemakan Hati (Fatty Liver)",Berat,Waspada,0
2670,273.0,23.7,4.7,19.3,Tumis Bakar Pelalawan,https://www.dapurkobe.co.id/wp-content/uploads/bawal-bakar-lada-hitam-step4.jpg,2,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Ringan,Aman,74
2671,356.3,3.0,5.4,38.0,Serabi Betawi Manado,https://asset.kompas.com/crops/AlIMFvzx9LOpoPuXsjTsuTV0tPY=/53x0:1000x631/1200x800/data/photo/2021/05/22/60a8d4f15321a.jpg,0,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,63
2672,553.5,18.1,32.7,67.4,Pepes Lada Hitam Minang,https://assetd.kompas.id/HXtp7dP2pqaABSyc-1Zlc3kdbaw=/1024x768/smart/filters:format(webp):quality(80)/https://kompas.id/wp-content/uploads/2021/05/20210520NYONYA03_1621672061.jpg,0,Kalori Tinggi & Lemak Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Hipertensi & Penyakit Jantung, Diabetes Mellitus, Dislipidemia (Kolesterol), Obesitas, Perlemakan Hati (Fatty Liver)",Berat,Waspada,3
2673,284.6,3.3,39.8,84.2,Bakso Medan Makassar,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPgA1ARw58prrooR4qJviE4DntDOd8oQH64w&s,0,Lemak Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,"Hipertensi & Penyakit Jantung, Diabetes Mellitus, Perlemakan Hati (Fatty Liver)",Berat,Waspada,1
2674,243.8,8.5,5.5,58.1,Bakso Serundeng Dumai,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQi_sCuZo97QZVw0Y1sBlfAdwgePT3JjJ34aA&s,0,Nutrisi Terkontrol,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah.",Perhatian,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,62
2675,358.5,41.3,15.2,8.1,Opor Daging Sapi Madura,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQMbxppDtetmfFCJ46Gy53sWzxkf4oAbHRJg&s,1,Nutrisi Terkontrol,Komposisi nutrisi dalam batas wajar.,Aman,Relatif Aman / Nutrisi Seimbang,Sedang,Aman,57
2676,166.7,24.4,21.2,65.8,Sambal Telur Bengkalis,https://asset.kompas.com/crops/coFLfiq4Zc6sLGz1UnsMf4FHnJs=/0x308:667x753/1200x800/data/photo/2022/09/21/632aa9d172139.jpg,0,Lemak Tinggi & Karbo Tinggi,"Cukup tinggi karbohidrat, sebaiknya batasi jika sedang mengontrol gula darah. Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat.",Perhatian,"Diabetes Mellitus, Perlemakan Hati (Fatty Liver)",Sedang,Waspada,40
2677,734.7,21.1,28.8,38.7,Kue Kampung Pekanbaru,https://asset.kompas.com/crops/K51Ju-doByUcpSN8J3vc6CnXHpU=/110x0:700x393/750x500/data/photo/2021/10/06/615d635ccbbca.jpg,1,Kalori Tinggi & Lemak Tinggi,"Kandungan lemak cukup tinggi, berisiko menambah asupan kalori harian dengan cepat. Porsi ini sangat mengenyangkan, awasi asupan makanan lain di jam berikutnya.",Waspada,"Hipertensi & Penyakit Jantung, Dislipidemia (Kolesterol), Obesitas",Berat,Waspada,8
